PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare
1.0,0.0,3.0,22.0,1.0,0.0,7.25
2.0,1.0,1.0,38.0,1.0,0.0,71.2833
3.0,1.0,3.0,26.0,0.0,0.0,7.925
4.0,1.0,1.0,35.0,1.0,0.0,53.1
5.0,0.0,3.0,35.0,0.0,0.0,8.05
6.0,0.0,3.0,28.0,0.0,0.0,8.4583
7.0,0.0,1.0,54.0,0.0,0.0,51.8625
8.0,0.0,3.0,2.0,3.0,1.0,21.075
9.0,1.0,3.0,27.0,0.0,2.0,11.1333
10.0,1.0,2.0,14.0,1.0,0.0,30.0708
11.0,1.0,3.0,4.0,1.0,1.0,16.7
12.0,1.0,1.0,58.0,0.0,0.0,26.55
13.0,0.0,3.0,20.0,0.0,0.0,8.05
14.0,0.0,3.0,39.0,1.0,5.0,31.275
15.0,0.0,3.0,14.0,0.0,0.0,7.8542
16.0,1.0,2.0,55.0,0.0,0.0,16.0
17.0,0.0,3.0,2.0,4.0,1.0,29.125
18.0,1.0,2.0,28.0,0.0,0.0,13.0
19.0,0.0,3.0,31.0,1.0,0.0,18.0
20.0,1.0,3.0,28.0,0.0,0.0,7.225
21.0,0.0,2.0,35.0,0.0,0.0,26.0
22.0,1.0,2.0,34.0,0.0,0.0,13.0
23.0,1.0,3.0,15.0,0.0,0.0,8.0292
24.0,1.0,1.0,28.0,0.0,0.0,35.5
25.0,0.0,3.0,8.0,3.0,1.0,21.075
26.0,1.0,3.0,38.0,1.0,5.0,31.3875
27.0,0.0,3.0,28.0,0.0,0.0,7.225
28.0,0.0,1.0,19.0,3.0,2.0,263.0
29.0,1.0,3.0,28.0,0.0,0.0,7.8792
30.0,0.0,3.0,28.0,0.0,0.0,7.8958
31.0,0.0,1.0,40.0,0.0,0.0,27.7208
32.0,1.0,1.0,28.0,1.0,0.0,146.5208
33.0,1.0,3.0,28.0,0.0,0.0,7.75
34.0,0.0,2.0,66.0,0.0,0.0,10.5
35.0,0.0,1.0,28.0,1.0,0.0,82.1708
36.0,0.0,1.0,42.0,1.0,0.0,52.0
37.0,1.0,3.0,28.0,0.0,0.0,7.2292
38.0,0.0,3.0,21.0,0.0,0.0,8.05
39.0,0.0,3.0,18.0,2.0,0.0,18.0
40.0,1.0,3.0,14.0,1.0,0.0,11.2417
41.0,0.0,3.0,40.0,1.0,0.0,9.475
42.0,0.0,2.0,27.0,1.0,0.0,21.0
43.0,0.0,3.0,28.0,0.0,0.0,7.8958
44.0,1.0,2.0,3.0,1.0,2.0,41.5792
45.0,1.0,3.0,19.0,0.0,0.0,7.8792
46.0,0.0,3.0,28.0,0.0,0.0,8.05
47.0,0.0,3.0,28.0,1.0,0.0,15.5
48.0,1.0,3.0,28.0,0.0,0.0,7.75
49.0,0.0,3.0,28.0,2.0,0.0,21.6792
50.0,0.0,3.0,18.0,1.0,0.0,17.8
51.0,0.0,3.0,7.0,4.0,1.0,39.6875
52.0,0.0,3.0,21.0,0.0,0.0,7.8
53.0,1.0,1.0,49.0,1.0,0.0,76.7292
54.0,1.0,2.0,29.0,1.0,0.0,26.0
55.0,0.0,1.0,65.0,0.0,1.0,61.9792
56.0,1.0,1.0,28.0,0.0,0.0,35.5
57.0,1.0,2.0,21.0,0.0,0.0,10.5
58.0,0.0,3.0,28.5,0.0,0.0,7.2292
59.0,1.0,2.0,5.0,1.0,2.0,27.75
60.0,0.0,3.0,11.0,5.0,2.0,46.9
61.0,0.0,3.0,22.0,0.0,0.0,7.2292
62.0,1.0,1.0,38.0,0.0,0.0,80.0
63.0,0.0,1.0,45.0,1.0,0.0,83.475
64.0,0.0,3.0,4.0,3.0,2.0,27.9
65.0,0.0,1.0,28.0,0.0,0.0,27.7208
66.0,1.0,3.0,28.0,1.0,1.0,15.2458
67.0,1.0,2.0,29.0,0.0,0.0,10.5
68.0,0.0,3.0,19.0,0.0,0.0,8.1583
69.0,1.0,3.0,17.0,4.0,2.0,7.925
70.0,0.0,3.0,26.0,2.0,0.0,8.6625
71.0,0.0,2.0,32.0,0.0,0.0,10.5
72.0,0.0,3.0,16.0,5.0,2.0,46.9
73.0,0.0,2.0,21.0,0.0,0.0,73.5
74.0,0.0,3.0,26.0,1.0,0.0,14.4542
75.0,1.0,3.0,32.0,0.0,0.0,56.4958
76.0,0.0,3.0,25.0,0.0,0.0,7.65
77.0,0.0,3.0,28.0,0.0,0.0,7.8958
78.0,0.0,3.0,28.0,0.0,0.0,8.05
79.0,1.0,2.0,0.83,0.0,2.0,29.0
80.0,1.0,3.0,30.0,0.0,0.0,12.475
81.0,0.0,3.0,22.0,0.0,0.0,9.0
82.0,1.0,3.0,29.0,0.0,0.0,9.5
83.0,1.0,3.0,28.0,0.0,0.0,7.7875
84.0,0.0,1.0,28.0,0.0,0.0,47.1
85.0,1.0,2.0,17.0,0.0,0.0,10.5
86.0,1.0,3.0,33.0,3.0,0.0,15.85
87.0,0.0,3.0,16.0,1.0,3.0,34.375
88.0,0.0,3.0,28.0,0.0,0.0,8.05
89.0,1.0,1.0,23.0,3.0,2.0,263.0
90.0,0.0,3.0,24.0,0.0,0.0,8.05
91.0,0.0,3.0,29.0,0.0,0.0,8.05
92.0,0.0,3.0,20.0,0.0,0.0,7.8542
93.0,0.0,1.0,46.0,1.0,0.0,61.175
94.0,0.0,3.0,26.0,1.0,2.0,20.575
95.0,0.0,3.0,59.0,0.0,0.0,7.25
96.0,0.0,3.0,28.0,0.0,0.0,8.05
97.0,0.0,1.0,71.0,0.0,0.0,34.6542
98.0,1.0,1.0,23.0,0.0,1.0,63.3583
99.0,1.0,2.0,34.0,0.0,1.0,23.0
100.0,0.0,2.0,34.0,1.0,0.0,26.0
101.0,0.0,3.0,28.0,0.0,0.0,7.8958
102.0,0.0,3.0,28.0,0.0,0.0,7.8958
103.0,0.0,1.0,21.0,0.0,1.0,77.2875
104.0,0.0,3.0,33.0,0.0,0.0,8.6542
105.0,0.0,3.0,37.0,2.0,0.0,7.925
106.0,0.0,3.0,28.0,0.0,0.0,7.8958
107.0,1.0,3.0,21.0,0.0,0.0,7.65
108.0,1.0,3.0,28.0,0.0,0.0,7.775
109.0,0.0,3.0,38.0,0.0,0.0,7.8958
110.0,1.0,3.0,28.0,1.0,0.0,24.15
111.0,0.0,1.0,47.0,0.0,0.0,52.0
112.0,0.0,3.0,14.5,1.0,0.0,14.4542
113.0,0.0,3.0,22.0,0.0,0.0,8.05
114.0,0.0,3.0,20.0,1.0,0.0,9.825
115.0,0.0,3.0,17.0,0.0,0.0,14.4583
116.0,0.0,3.0,21.0,0.0,0.0,7.925
117.0,0.0,3.0,70.5,0.0,0.0,7.75
118.0,0.0,2.0,29.0,1.0,0.0,21.0
119.0,0.0,1.0,24.0,0.0,1.0,247.5208
120.0,0.0,3.0,2.0,4.0,2.0,31.275
121.0,0.0,2.0,21.0,2.0,0.0,73.5
122.0,0.0,3.0,28.0,0.0,0.0,8.05
123.0,0.0,2.0,32.5,1.0,0.0,30.0708
124.0,1.0,2.0,32.5,0.0,0.0,13.0
125.0,0.0,1.0,54.0,0.0,1.0,77.2875
126.0,1.0,3.0,12.0,1.0,0.0,11.2417
127.0,0.0,3.0,28.0,0.0,0.0,7.75
128.0,1.0,3.0,24.0,0.0,0.0,7.1417
129.0,1.0,3.0,28.0,1.0,1.0,22.3583
130.0,0.0,3.0,45.0,0.0,0.0,6.975
131.0,0.0,3.0,33.0,0.0,0.0,7.8958
132.0,0.0,3.0,20.0,0.0,0.0,7.05
133.0,0.0,3.0,47.0,1.0,0.0,14.5
134.0,1.0,2.0,29.0,1.0,0.0,26.0
135.0,0.0,2.0,25.0,0.0,0.0,13.0
136.0,0.0,2.0,23.0,0.0,0.0,15.0458
137.0,1.0,1.0,19.0,0.0,2.0,26.2833
138.0,0.0,1.0,37.0,1.0,0.0,53.1
139.0,0.0,3.0,16.0,0.0,0.0,9.2167
140.0,0.0,1.0,24.0,0.0,0.0,79.2
141.0,0.0,3.0,28.0,0.0,2.0,15.2458
142.0,1.0,3.0,22.0,0.0,0.0,7.75
143.0,1.0,3.0,24.0,1.0,0.0,15.85
144.0,0.0,3.0,19.0,0.0,0.0,6.75
145.0,0.0,2.0,18.0,0.0,0.0,11.5
146.0,0.0,2.0,19.0,1.0,1.0,36.75
147.0,1.0,3.0,27.0,0.0,0.0,7.7958
148.0,0.0,3.0,9.0,2.0,2.0,34.375
149.0,0.0,2.0,36.5,0.0,2.0,26.0
150.0,0.0,2.0,42.0,0.0,0.0,13.0
151.0,0.0,2.0,51.0,0.0,0.0,12.525
152.0,1.0,1.0,22.0,1.0,0.0,66.6
153.0,0.0,3.0,55.5,0.0,0.0,8.05
154.0,0.0,3.0,40.5,0.0,2.0,14.5
155.0,0.0,3.0,28.0,0.0,0.0,7.3125
156.0,0.0,1.0,51.0,0.0,1.0,61.3792
157.0,1.0,3.0,16.0,0.0,0.0,7.7333
158.0,0.0,3.0,30.0,0.0,0.0,8.05
159.0,0.0,3.0,28.0,0.0,0.0,8.6625
160.0,0.0,3.0,28.0,8.0,2.0,69.55
161.0,0.0,3.0,44.0,0.0,1.0,16.1
162.0,1.0,2.0,40.0,0.0,0.0,15.75
163.0,0.0,3.0,26.0,0.0,0.0,7.775
164.0,0.0,3.0,17.0,0.0,0.0,8.6625
165.0,0.0,3.0,1.0,4.0,1.0,39.6875
166.0,1.0,3.0,9.0,0.0,2.0,20.525
167.0,1.0,1.0,28.0,0.0,1.0,55.0
168.0,0.0,3.0,45.0,1.0,4.0,27.9
169.0,0.0,1.0,28.0,0.0,0.0,25.925
170.0,0.0,3.0,28.0,0.0,0.0,56.4958
171.0,0.0,1.0,61.0,0.0,0.0,33.5
172.0,0.0,3.0,4.0,4.0,1.0,29.125
173.0,1.0,3.0,1.0,1.0,1.0,11.1333
174.0,0.0,3.0,21.0,0.0,0.0,7.925
175.0,0.0,1.0,56.0,0.0,0.0,30.6958
176.0,0.0,3.0,18.0,1.0,1.0,7.8542
177.0,0.0,3.0,28.0,3.0,1.0,25.4667
178.0,0.0,1.0,50.0,0.0,0.0,28.7125
179.0,0.0,2.0,30.0,0.0,0.0,13.0
180.0,0.0,3.0,36.0,0.0,0.0,0.0
181.0,0.0,3.0,28.0,8.0,2.0,69.55
182.0,0.0,2.0,28.0,0.0,0.0,15.05
183.0,0.0,3.0,9.0,4.0,2.0,31.3875
184.0,1.0,2.0,1.0,2.0,1.0,39.0
185.0,1.0,3.0,4.0,0.0,2.0,22.025
186.0,0.0,1.0,28.0,0.0,0.0,50.0
187.0,1.0,3.0,28.0,1.0,0.0,15.5
188.0,1.0,1.0,45.0,0.0,0.0,26.55
189.0,0.0,3.0,40.0,1.0,1.0,15.5
190.0,0.0,3.0,36.0,0.0,0.0,7.8958
191.0,1.0,2.0,32.0,0.0,0.0,13.0
192.0,0.0,2.0,19.0,0.0,0.0,13.0
193.0,1.0,3.0,19.0,1.0,0.0,7.8542
194.0,1.0,2.0,3.0,1.0,1.0,26.0
195.0,1.0,1.0,44.0,0.0,0.0,27.7208
196.0,1.0,1.0,58.0,0.0,0.0,146.5208
197.0,0.0,3.0,28.0,0.0,0.0,7.75
198.0,0.0,3.0,42.0,0.0,1.0,8.4042
199.0,1.0,3.0,28.0,0.0,0.0,7.75
200.0,0.0,2.0,24.0,0.0,0.0,13.0
201.0,0.0,3.0,28.0,0.0,0.0,9.5
202.0,0.0,3.0,28.0,8.0,2.0,69.55
203.0,0.0,3.0,34.0,0.0,0.0,6.4958
204.0,0.0,3.0,45.5,0.0,0.0,7.225
205.0,1.0,3.0,18.0,0.0,0.0,8.05
206.0,0.0,3.0,2.0,0.0,1.0,10.4625
207.0,0.0,3.0,32.0,1.0,0.0,15.85
208.0,1.0,3.0,26.0,0.0,0.0,18.7875
209.0,1.0,3.0,16.0,0.0,0.0,7.75
210.0,1.0,1.0,40.0,0.0,0.0,31.0
211.0,0.0,3.0,24.0,0.0,0.0,7.05
212.0,1.0,2.0,35.0,0.0,0.0,21.0
213.0,0.0,3.0,22.0,0.0,0.0,7.25
214.0,0.0,2.0,30.0,0.0,0.0,13.0
215.0,0.0,3.0,28.0,1.0,0.0,7.75
216.0,1.0,1.0,31.0,1.0,0.0,113.275
217.0,1.0,3.0,27.0,0.0,0.0,7.925
218.0,0.0,2.0,42.0,1.0,0.0,27.0
219.0,1.0,1.0,32.0,0.0,0.0,76.2917
220.0,0.0,2.0,30.0,0.0,0.0,10.5
221.0,1.0,3.0,16.0,0.0,0.0,8.05
222.0,0.0,2.0,27.0,0.0,0.0,13.0
223.0,0.0,3.0,51.0,0.0,0.0,8.05
224.0,0.0,3.0,28.0,0.0,0.0,7.8958
225.0,1.0,1.0,38.0,1.0,0.0,90.0
226.0,0.0,3.0,22.0,0.0,0.0,9.35
227.0,1.0,2.0,19.0,0.0,0.0,10.5
228.0,0.0,3.0,20.5,0.0,0.0,7.25
229.0,0.0,2.0,18.0,0.0,0.0,13.0
230.0,0.0,3.0,28.0,3.0,1.0,25.4667
231.0,1.0,1.0,35.0,1.0,0.0,83.475
232.0,0.0,3.0,29.0,0.0,0.0,7.775
233.0,0.0,2.0,59.0,0.0,0.0,13.5
234.0,1.0,3.0,5.0,4.0,2.0,31.3875
235.0,0.0,2.0,24.0,0.0,0.0,10.5
236.0,0.0,3.0,28.0,0.0,0.0,7.55
237.0,0.0,2.0,44.0,1.0,0.0,26.0
238.0,1.0,2.0,8.0,0.0,2.0,26.25
239.0,0.0,2.0,19.0,0.0,0.0,10.5
240.0,0.0,2.0,33.0,0.0,0.0,12.275
241.0,0.0,3.0,28.0,1.0,0.0,14.4542
242.0,1.0,3.0,28.0,1.0,0.0,15.5
243.0,0.0,2.0,29.0,0.0,0.0,10.5
244.0,0.0,3.0,22.0,0.0,0.0,7.125
245.0,0.0,3.0,30.0,0.0,0.0,7.225
246.0,0.0,1.0,44.0,2.0,0.0,90.0
247.0,0.0,3.0,25.0,0.0,0.0,7.775
248.0,1.0,2.0,24.0,0.0,2.0,14.5
249.0,1.0,1.0,37.0,1.0,1.0,52.5542
250.0,0.0,2.0,54.0,1.0,0.0,26.0
251.0,0.0,3.0,28.0,0.0,0.0,7.25
252.0,0.0,3.0,29.0,1.0,1.0,10.4625
253.0,0.0,1.0,62.0,0.0,0.0,26.55
254.0,0.0,3.0,30.0,1.0,0.0,16.1
255.0,0.0,3.0,41.0,0.0,2.0,20.2125
256.0,1.0,3.0,29.0,0.0,2.0,15.2458
257.0,1.0,1.0,28.0,0.0,0.0,79.2
258.0,1.0,1.0,30.0,0.0,0.0,86.5
259.0,1.0,1.0,35.0,0.0,0.0,512.3292
260.0,1.0,2.0,50.0,0.0,1.0,26.0
261.0,0.0,3.0,28.0,0.0,0.0,7.75
262.0,1.0,3.0,3.0,4.0,2.0,31.3875
263.0,0.0,1.0,52.0,1.0,1.0,79.65
264.0,0.0,1.0,40.0,0.0,0.0,0.0
265.0,0.0,3.0,28.0,0.0,0.0,7.75
266.0,0.0,2.0,36.0,0.0,0.0,10.5
267.0,0.0,3.0,16.0,4.0,1.0,39.6875
268.0,1.0,3.0,25.0,1.0,0.0,7.775
269.0,1.0,1.0,58.0,0.0,1.0,153.4625
270.0,1.0,1.0,35.0,0.0,0.0,135.6333
271.0,0.0,1.0,28.0,0.0,0.0,31.0
272.0,1.0,3.0,25.0,0.0,0.0,0.0
273.0,1.0,2.0,41.0,0.0,1.0,19.5
274.0,0.0,1.0,37.0,0.0,1.0,29.7
275.0,1.0,3.0,28.0,0.0,0.0,7.75
276.0,1.0,1.0,63.0,1.0,0.0,77.9583
277.0,0.0,3.0,45.0,0.0,0.0,7.75
278.0,0.0,2.0,28.0,0.0,0.0,0.0
279.0,0.0,3.0,7.0,4.0,1.0,29.125
280.0,1.0,3.0,35.0,1.0,1.0,20.25
281.0,0.0,3.0,65.0,0.0,0.0,7.75
282.0,0.0,3.0,28.0,0.0,0.0,7.8542
283.0,0.0,3.0,16.0,0.0,0.0,9.5
284.0,1.0,3.0,19.0,0.0,0.0,8.05
285.0,0.0,1.0,28.0,0.0,0.0,26.0
286.0,0.0,3.0,33.0,0.0,0.0,8.6625
287.0,1.0,3.0,30.0,0.0,0.0,9.5
288.0,0.0,3.0,22.0,0.0,0.0,7.8958
289.0,1.0,2.0,42.0,0.0,0.0,13.0
290.0,1.0,3.0,22.0,0.0,0.0,7.75
291.0,1.0,1.0,26.0,0.0,0.0,78.85
292.0,1.0,1.0,19.0,1.0,0.0,91.0792
293.0,0.0,2.0,36.0,0.0,0.0,12.875
294.0,0.0,3.0,24.0,0.0,0.0,8.85
295.0,0.0,3.0,24.0,0.0,0.0,7.8958
296.0,0.0,1.0,28.0,0.0,0.0,27.7208
297.0,0.0,3.0,23.5,0.0,0.0,7.2292
298.0,0.0,1.0,2.0,1.0,2.0,151.55
299.0,1.0,1.0,28.0,0.0,0.0,30.5
300.0,1.0,1.0,50.0,0.0,1.0,247.5208
301.0,1.0,3.0,28.0,0.0,0.0,7.75
302.0,1.0,3.0,28.0,2.0,0.0,23.25
303.0,0.0,3.0,19.0,0.0,0.0,0.0
304.0,1.0,2.0,28.0,0.0,0.0,12.35
305.0,0.0,3.0,28.0,0.0,0.0,8.05
306.0,1.0,1.0,0.92,1.0,2.0,151.55
307.0,1.0,1.0,28.0,0.0,0.0,110.8833
308.0,1.0,1.0,17.0,1.0,0.0,108.9
309.0,0.0,2.0,30.0,1.0,0.0,24.0
310.0,1.0,1.0,30.0,0.0,0.0,56.9292
311.0,1.0,1.0,24.0,0.0,0.0,83.1583
312.0,1.0,1.0,18.0,2.0,2.0,262.375
313.0,0.0,2.0,26.0,1.0,1.0,26.0
314.0,0.0,3.0,28.0,0.0,0.0,7.8958
315.0,0.0,2.0,43.0,1.0,1.0,26.25
316.0,1.0,3.0,26.0,0.0,0.0,7.8542
317.0,1.0,2.0,24.0,1.0,0.0,26.0
318.0,0.0,2.0,54.0,0.0,0.0,14.0
319.0,1.0,1.0,31.0,0.0,2.0,164.8667
320.0,1.0,1.0,40.0,1.0,1.0,134.5
321.0,0.0,3.0,22.0,0.0,0.0,7.25
322.0,0.0,3.0,27.0,0.0,0.0,7.8958
323.0,1.0,2.0,30.0,0.0,0.0,12.35
324.0,1.0,2.0,22.0,1.0,1.0,29.0
325.0,0.0,3.0,28.0,8.0,2.0,69.55
326.0,1.0,1.0,36.0,0.0,0.0,135.6333
327.0,0.0,3.0,61.0,0.0,0.0,6.2375
328.0,1.0,2.0,36.0,0.0,0.0,13.0
329.0,1.0,3.0,31.0,1.0,1.0,20.525
330.0,1.0,1.0,16.0,0.0,1.0,57.9792
331.0,1.0,3.0,28.0,2.0,0.0,23.25
332.0,0.0,1.0,45.5,0.0,0.0,28.5
333.0,0.0,1.0,38.0,0.0,1.0,153.4625
334.0,0.0,3.0,16.0,2.0,0.0,18.0
335.0,1.0,1.0,28.0,1.0,0.0,133.65
336.0,0.0,3.0,28.0,0.0,0.0,7.8958
337.0,0.0,1.0,29.0,1.0,0.0,66.6
338.0,1.0,1.0,41.0,0.0,0.0,134.5
339.0,1.0,3.0,45.0,0.0,0.0,8.05
340.0,0.0,1.0,45.0,0.0,0.0,35.5
341.0,1.0,2.0,2.0,1.0,1.0,26.0
342.0,1.0,1.0,24.0,3.0,2.0,263.0
343.0,0.0,2.0,28.0,0.0,0.0,13.0
344.0,0.0,2.0,25.0,0.0,0.0,13.0
345.0,0.0,2.0,36.0,0.0,0.0,13.0
346.0,1.0,2.0,24.0,0.0,0.0,13.0
347.0,1.0,2.0,40.0,0.0,0.0,13.0
348.0,1.0,3.0,28.0,1.0,0.0,16.1
349.0,1.0,3.0,3.0,1.0,1.0,15.9
350.0,0.0,3.0,42.0,0.0,0.0,8.6625
351.0,0.0,3.0,23.0,0.0,0.0,9.225
352.0,0.0,1.0,28.0,0.0,0.0,35.0
353.0,0.0,3.0,15.0,1.0,1.0,7.2292
354.0,0.0,3.0,25.0,1.0,0.0,17.8
355.0,0.0,3.0,28.0,0.0,0.0,7.225
356.0,0.0,3.0,28.0,0.0,0.0,9.5
357.0,1.0,1.0,22.0,0.0,1.0,55.0
358.0,0.0,2.0,38.0,0.0,0.0,13.0
359.0,1.0,3.0,28.0,0.0,0.0,7.8792
360.0,1.0,3.0,28.0,0.0,0.0,7.8792
361.0,0.0,3.0,40.0,1.0,4.0,27.9
362.0,0.0,2.0,29.0,1.0,0.0,27.7208
363.0,0.0,3.0,45.0,0.0,1.0,14.4542
364.0,0.0,3.0,35.0,0.0,0.0,7.05
365.0,0.0,3.0,28.0,1.0,0.0,15.5
366.0,0.0,3.0,30.0,0.0,0.0,7.25
367.0,1.0,1.0,60.0,1.0,0.0,75.25
368.0,1.0,3.0,28.0,0.0,0.0,7.2292
369.0,1.0,3.0,28.0,0.0,0.0,7.75
370.0,1.0,1.0,24.0,0.0,0.0,69.3
371.0,1.0,1.0,25.0,1.0,0.0,55.4417
372.0,0.0,3.0,18.0,1.0,0.0,6.4958
373.0,0.0,3.0,19.0,0.0,0.0,8.05
374.0,0.0,1.0,22.0,0.0,0.0,135.6333
375.0,0.0,3.0,3.0,3.0,1.0,21.075
376.0,1.0,1.0,28.0,1.0,0.0,82.1708
377.0,1.0,3.0,22.0,0.0,0.0,7.25
378.0,0.0,1.0,27.0,0.0,2.0,211.5
379.0,0.0,3.0,20.0,0.0,0.0,4.0125
380.0,0.0,3.0,19.0,0.0,0.0,7.775
381.0,1.0,1.0,42.0,0.0,0.0,227.525
382.0,1.0,3.0,1.0,0.0,2.0,15.7417
383.0,0.0,3.0,32.0,0.0,0.0,7.925
384.0,1.0,1.0,35.0,1.0,0.0,52.0
385.0,0.0,3.0,28.0,0.0,0.0,7.8958
386.0,0.0,2.0,18.0,0.0,0.0,73.5
387.0,0.0,3.0,1.0,5.0,2.0,46.9
388.0,1.0,2.0,36.0,0.0,0.0,13.0
389.0,0.0,3.0,28.0,0.0,0.0,7.7292
390.0,1.0,2.0,17.0,0.0,0.0,12.0
391.0,1.0,1.0,36.0,1.0,2.0,120.0
392.0,1.0,3.0,21.0,0.0,0.0,7.7958
393.0,0.0,3.0,28.0,2.0,0.0,7.925
394.0,1.0,1.0,23.0,1.0,0.0,113.275
395.0,1.0,3.0,24.0,0.0,2.0,16.7
396.0,0.0,3.0,22.0,0.0,0.0,7.7958
397.0,0.0,3.0,31.0,0.0,0.0,7.8542
398.0,0.0,2.0,46.0,0.0,0.0,26.0
399.0,0.0,2.0,23.0,0.0,0.0,10.5
400.0,1.0,2.0,28.0,0.0,0.0,12.65
401.0,1.0,3.0,39.0,0.0,0.0,7.925
402.0,0.0,3.0,26.0,0.0,0.0,8.05
403.0,0.0,3.0,21.0,1.0,0.0,9.825
404.0,0.0,3.0,28.0,1.0,0.0,15.85
405.0,0.0,3.0,20.0,0.0,0.0,8.6625
406.0,0.0,2.0,34.0,1.0,0.0,21.0
407.0,0.0,3.0,51.0,0.0,0.0,7.75
408.0,1.0,2.0,3.0,1.0,1.0,18.75
409.0,0.0,3.0,21.0,0.0,0.0,7.775
410.0,0.0,3.0,28.0,3.0,1.0,25.4667
411.0,0.0,3.0,28.0,0.0,0.0,7.8958
412.0,0.0,3.0,28.0,0.0,0.0,6.8583
413.0,1.0,1.0,33.0,1.0,0.0,90.0
414.0,0.0,2.0,28.0,0.0,0.0,0.0
415.0,1.0,3.0,44.0,0.0,0.0,7.925
416.0,0.0,3.0,28.0,0.0,0.0,8.05
417.0,1.0,2.0,34.0,1.0,1.0,32.5
418.0,1.0,2.0,18.0,0.0,2.0,13.0
419.0,0.0,2.0,30.0,0.0,0.0,13.0
420.0,0.0,3.0,10.0,0.0,2.0,24.15
421.0,0.0,3.0,28.0,0.0,0.0,7.8958
422.0,0.0,3.0,21.0,0.0,0.0,7.7333
423.0,0.0,3.0,29.0,0.0,0.0,7.875
424.0,0.0,3.0,28.0,1.0,1.0,14.4
425.0,0.0,3.0,18.0,1.0,1.0,20.2125
426.0,0.0,3.0,28.0,0.0,0.0,7.25
427.0,1.0,2.0,28.0,1.0,0.0,26.0
428.0,1.0,2.0,19.0,0.0,0.0,26.0
429.0,0.0,3.0,28.0,0.0,0.0,7.75
430.0,1.0,3.0,32.0,0.0,0.0,8.05
431.0,1.0,1.0,28.0,0.0,0.0,26.55
432.0,1.0,3.0,28.0,1.0,0.0,16.1
433.0,1.0,2.0,42.0,1.0,0.0,26.0
434.0,0.0,3.0,17.0,0.0,0.0,7.125
435.0,0.0,1.0,50.0,1.0,0.0,55.9
436.0,1.0,1.0,14.0,1.0,2.0,120.0
437.0,0.0,3.0,21.0,2.0,2.0,34.375
438.0,1.0,2.0,24.0,2.0,3.0,18.75
439.0,0.0,1.0,64.0,1.0,4.0,263.0
440.0,0.0,2.0,31.0,0.0,0.0,10.5
441.0,1.0,2.0,45.0,1.0,1.0,26.25
442.0,0.0,3.0,20.0,0.0,0.0,9.5
443.0,0.0,3.0,25.0,1.0,0.0,7.775
444.0,1.0,2.0,28.0,0.0,0.0,13.0
445.0,1.0,3.0,28.0,0.0,0.0,8.1125
446.0,1.0,1.0,4.0,0.0,2.0,81.8583
